C:\Program Files (x86)\Common Files\Apple\Apple Application Support\APSDaemon.exe,C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe
ed33dedcbf64b5f79c265ffc2de18b78a90dfbd34b60bcdccdcba71165c143bc,54bc950d46a0d1aa72048a17c8275743209e6c17bdacfc4cb9601c9ce3ec9a71

